,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,35.0,35.0,0.0,0.0,1000.0,0.0,187.86,1000.0,1.0,0.16,1.0
1,1,S0,f,35.0,35.0,0.0,0.0,1000.0,0.0,,,,,
2,2,S1,f,61.0,37.0,0.0,0.0,1000.0,0.0,,,,,
3,3,S2,f,74.0,39.0,0.0,0.0,1000.0,0.0,,,,,
4,4,S3,f,47.0,57.0,0.0,0.0,1000.0,0.0,,,,,
5,5,S4,f,57.0,65.0,0.0,0.0,1000.0,0.0,,,,,
6,6,S5,f,29.0,59.0,0.0,0.0,1000.0,0.0,,,,,
7,7,S6,f,34.0,71.0,0.0,0.0,1000.0,0.0,,,,,
8,8,S7,f,22.0,58.0,0.0,0.0,1000.0,0.0,,,,,
9,9,S8,f,7.0,61.0,0.0,0.0,1000.0,0.0,,,,,
10,10,S9,f,18.0,41.0,0.0,0.0,1000.0,0.0,,,,,
11,11,S10,f,5.0,39.0,0.0,0.0,1000.0,0.0,,,,,
12,12,S11,f,14.0,20.0,0.0,0.0,1000.0,0.0,,,,,
13,13,S12,f,0.0,26.0,0.0,0.0,1000.0,0.0,,,,,
14,14,S13,f,24.0,25.0,0.0,0.0,1000.0,0.0,,,,,
15,15,S14,f,26.0,6.0,0.0,0.0,1000.0,0.0,,,,,
16,16,S15,f,34.0,20.0,0.0,0.0,1000.0,0.0,,,,,
17,17,S16,f,41.0,5.0,0.0,0.0,1000.0,0.0,,,,,
18,18,S17,f,50.0,9.0,0.0,0.0,1000.0,0.0,,,,,
19,19,S18,f,61.0,14.0,0.0,0.0,1000.0,0.0,,,,,
20,20,S19,f,62.0,21.0,0.0,0.0,1000.0,0.0,,,,,
21,21,S20,f,74.0,30.0,0.0,0.0,1000.0,0.0,,,,,
22,22,C31,0,31.0,52.0,27.0,591.0,809.0,10.0,,,,,
23,23,C95,0,25.0,24.0,20.0,15.0,179.0,10.0,,,,,
24,24,C78,1,61.0,52.0,3.0,230.0,408.0,10.0,,,,,
25,25,C4,0,55.0,20.0,19.0,753.0,831.0,10.0,,,,,
26,26,C56,0,53.0,12.0,6.0,767.0,919.0,10.0,,,,,
27,27,C67,1,67.0,5.0,25.0,69.0,199.0,10.0,,,,,
28,28,C54,0,57.0,29.0,18.0,23.0,144.0,10.0,,,,,
29,29,C59,0,21.0,24.0,28.0,18.0,140.0,10.0,,,,,
30,30,C60,1,17.0,34.0,3.0,589.0,721.0,10.0,,,,,
31,31,C81,0,55.0,54.0,26.0,28.0,138.0,10.0,,,,,
32,32,C74,0,46.0,13.0,8.0,455.0,549.0,10.0,,,,,
33,33,C34,1,65.0,55.0,14.0,63.0,191.0,10.0,,,,,
34,34,C50,0,47.0,47.0,13.0,507.0,599.0,10.0,,,,,
35,35,C92,0,22.0,22.0,2.0,223.0,399.0,10.0,,,,,
36,36,C14,1,15.0,10.0,20.0,174.0,304.0,10.0,,,,,
37,37,C58,0,36.0,26.0,18.0,399.0,515.0,10.0,,,,,
38,38,C41,0,42.0,7.0,5.0,782.0,912.0,10.0,,,,,
39,39,C93,1,18.0,24.0,22.0,565.0,643.0,10.0,,,,,
40,40,C1,0,41.0,49.0,10.0,16.0,102.0,10.0,,,,,
41,41,C43,0,23.0,3.0,7.0,381.0,559.0,10.0,,,,,
42,42,C83,1,14.0,37.0,11.0,545.0,677.0,10.0,,,,,
43,43,C87,0,28.0,18.0,26.0,530.0,568.0,10.0,,,,,
44,44,C76,0,49.0,42.0,13.0,222.0,350.0,10.0,,,,,
45,45,C16,1,10.0,20.0,19.0,527.0,665.0,10.0,,,,,
46,46,C30,0,40.0,60.0,21.0,520.0,628.0,10.0,,,,,
