,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,3390.0,0.0,117.78,700.0,1.0,2.29,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,3390.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,3390.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,3390.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,3390.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,3390.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,3390.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,3390.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,3390.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,3390.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,3390.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,3390.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,3390.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,3390.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,3390.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,3390.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,3390.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,3390.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,3390.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,3390.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,3390.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,3390.0,0.0,,,,,
22,22,C24,0,25.0,50.0,10.0,2845.0,3165.0,90.0,,,,,
23,23,C5,0,42.0,65.0,10.0,1192.0,1512.0,90.0,,,,,
24,24,C83,0,72.0,55.0,10.0,335.0,655.0,90.0,,,,,
25,25,C96,1,62.0,40.0,10.0,1728.0,2048.0,90.0,,,,,
26,26,C2,0,45.0,70.0,30.0,1004.0,1324.0,90.0,,,,,
27,27,C66,0,47.0,35.0,10.0,2633.0,2953.0,90.0,,,,,
28,28,C21,0,30.0,56.0,20.0,2968.0,3288.0,90.0,,,,,
29,29,C29,1,20.0,50.0,10.0,2562.0,2882.0,90.0,,,,,
30,30,C77,0,72.0,45.0,10.0,1534.0,1854.0,90.0,,,,,
31,31,C51,0,25.0,30.0,10.0,507.0,827.0,90.0,,,,,
32,32,C1,0,52.0,75.0,10.0,906.0,1226.0,90.0,,,,,
33,33,C67,1,47.0,40.0,10.0,1923.0,2243.0,90.0,,,,,
34,34,C59,0,38.0,10.0,10.0,1216.0,1536.0,90.0,,,,,
35,35,C65,0,44.0,25.0,10.0,1976.0,2296.0,90.0,,,,,
36,36,C84,0,70.0,58.0,20.0,241.0,561.0,90.0,,,,,
37,37,C56,1,40.0,5.0,30.0,1497.0,1817.0,90.0,,,,,
38,38,C78,0,78.0,40.0,20.0,1436.0,1756.0,90.0,,,,,
39,39,C62,0,50.0,35.0,20.0,2540.0,2860.0,90.0,,,,,
40,40,C32,0,10.0,40.0,30.0,2367.0,2687.0,90.0,,,,,
41,41,C76,1,90.0,35.0,10.0,765.0,1085.0,90.0,,,,,
42,42,C89,0,56.0,64.0,10.0,22.0,342.0,90.0,,,,,
43,43,C40,0,36.0,18.0,10.0,888.0,1208.0,90.0,,,,,
44,44,C25,0,22.0,66.0,40.0,998.0,1318.0,90.0,,,,,
45,45,C14,1,22.0,85.0,10.0,521.0,841.0,90.0,,,,,
46,46,C20,0,30.0,50.0,10.0,2940.0,3260.0,90.0,,,,,
