,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40,50,0,0,1236,0,79.69,200,1,3.39,1
1,1,S0,f,40,50,0,0,1236,0,,,,,
2,2,S1,f,73,52,0,0,1236,0,,,,,
3,3,S2,f,90,55,0,0,1236,0,,,,,
4,4,S3,f,55,79,0,0,1236,0,,,,,
5,5,S4,f,69,89,0,0,1236,0,,,,,
6,6,S5,f,32,80,0,0,1236,0,,,,,
7,7,S6,f,39,96,0,0,1236,0,,,,,
8,8,S7,f,23,80,0,0,1236,0,,,,,
9,9,S8,f,4,83,0,0,1236,0,,,,,
10,10,S9,f,18,58,0,0,1236,0,,,,,
11,11,S10,f,1,56,0,0,1236,0,,,,,
12,12,S11,f,13,31,0,0,1236,0,,,,,
13,13,S12,f,-5,38,0,0,1236,0,,,,,
14,14,S13,f,26,37,0,0,1236,0,,,,,
15,15,S14,f,28,13,0,0,1236,0,,,,,
16,16,S15,f,39,31,0,0,1236,0,,,,,
17,17,S16,f,48,11,0,0,1236,0,,,,,
18,18,S17,f,59,17,0,0,1236,0,,,,,
19,19,S18,f,73,23,0,0,1236,0,,,,,
20,20,S19,f,74,32,0,0,1236,0,,,,,
21,21,S20,f,90,44,0,0,1236,0,,,,,
22,22,C1,0,45,68,10,0,1127,90,,,,,
23,23,C20,1,30,50,10,0,1136,90,,,,,
24,24,C41,0,35,32,10,0,1127,90,,,,,
25,25,C39,1,0,45,20,0,1105,90,,,,,
26,26,C9,0,38,70,10,958,1040,90,,,,,
27,27,C34,1,8,45,20,0,1113,90,,,,,
28,28,C99,0,55,80,10,836,896,90,,,,,
29,29,C25,1,25,52,40,158,232,90,,,,,
30,30,C2,0,45,70,30,499,553,90,,,,,
31,31,C62,1,50,35,20,0,1127,90,,,,,
32,32,C7,0,40,66,20,0,1130,90,,,,,
33,33,C82,1,75,55,20,459,529,90,,,,,
34,34,C43,0,33,35,10,789,849,90,,,,,
35,35,C88,1,65,60,30,0,1119,90,,,,,
36,36,C46,0,30,32,30,0,1125,90,,,,,
37,37,C49,1,28,35,10,1011,1073,90,,,,,
38,38,C84,0,70,58,20,0,1114,90,,,,,
39,39,C42,1,33,32,20,0,1126,90,,,,,
40,40,C86,0,66,55,10,0,1119,90,,,,,
41,41,C83,1,72,55,10,0,1113,90,,,,,
42,42,C45,0,30,30,10,0,1123,90,,,,,
43,43,C68,1,45,30,10,0,1125,90,,,,,
44,44,C35,0,5,35,10,655,725,90,,,,,
45,45,C18,1,15,75,20,0,1110,90,,,,,
46,46,C91,0,60,60,10,0,1123,90,,,,,
