,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,35.0,35.0,0.0,0.0,230.0,0.0,62.14,200.0,1.0,0.48,1.0
1,1,S0,f,35.0,35.0,0.0,0.0,230.0,0.0,,,,,
2,2,S1,f,61.0,37.0,0.0,0.0,230.0,0.0,,,,,
3,3,S2,f,74.0,39.0,0.0,0.0,230.0,0.0,,,,,
4,4,S3,f,47.0,57.0,0.0,0.0,230.0,0.0,,,,,
5,5,S4,f,57.0,65.0,0.0,0.0,230.0,0.0,,,,,
6,6,S5,f,29.0,59.0,0.0,0.0,230.0,0.0,,,,,
7,7,S6,f,34.0,71.0,0.0,0.0,230.0,0.0,,,,,
8,8,S7,f,22.0,58.0,0.0,0.0,230.0,0.0,,,,,
9,9,S8,f,7.0,61.0,0.0,0.0,230.0,0.0,,,,,
10,10,S9,f,18.0,41.0,0.0,0.0,230.0,0.0,,,,,
11,11,S10,f,5.0,39.0,0.0,0.0,230.0,0.0,,,,,
12,12,S11,f,14.0,20.0,0.0,0.0,230.0,0.0,,,,,
13,13,S12,f,0.0,26.0,0.0,0.0,230.0,0.0,,,,,
14,14,S13,f,24.0,25.0,0.0,0.0,230.0,0.0,,,,,
15,15,S14,f,26.0,6.0,0.0,0.0,230.0,0.0,,,,,
16,16,S15,f,34.0,20.0,0.0,0.0,230.0,0.0,,,,,
17,17,S16,f,41.0,5.0,0.0,0.0,230.0,0.0,,,,,
18,18,S17,f,50.0,9.0,0.0,0.0,230.0,0.0,,,,,
19,19,S18,f,61.0,14.0,0.0,0.0,230.0,0.0,,,,,
20,20,S19,f,62.0,21.0,0.0,0.0,230.0,0.0,,,,,
21,21,S20,f,74.0,30.0,0.0,0.0,230.0,0.0,,,,,
22,22,C3,0,55.0,45.0,13.0,28.0,38.0,10.0,,,,,
23,23,C4,0,55.0,20.0,19.0,107.0,117.0,10.0,,,,,
24,24,C1,1,41.0,49.0,10.0,36.0,46.0,10.0,,,,,
25,25,C91,0,15.0,19.0,1.0,87.0,97.0,10.0,,,,,
26,26,C98,0,19.0,21.0,10.0,0.0,198.0,10.0,,,,,
27,27,C12,1,50.0,35.0,19.0,177.0,187.0,10.0,,,,,
28,28,C30,0,40.0,60.0,21.0,163.0,173.0,10.0,,,,,
29,29,C81,0,55.0,54.0,26.0,0.0,192.0,10.0,,,,,
30,30,C64,1,12.0,9.0,9.0,111.0,121.0,10.0,,,,,
31,31,C82,0,15.0,47.0,16.0,169.0,179.0,10.0,,,,,
32,32,C84,0,11.0,31.0,7.0,96.0,106.0,10.0,,,,,
33,33,C22,1,45.0,10.0,18.0,0.0,193.0,10.0,,,,,
34,34,C16,0,10.0,20.0,19.0,71.0,81.0,10.0,,,,,
35,35,C24,0,65.0,35.0,3.0,0.0,190.0,10.0,,,,,
36,36,C21,1,45.0,20.0,11.0,0.0,201.0,10.0,,,,,
37,37,C67,0,67.0,5.0,25.0,0.0,176.0,10.0,,,,,
38,38,C65,0,49.0,53.0,20.0,68.0,78.0,10.0,,,,,
39,39,C100,1,18.0,18.0,17.0,0.0,195.0,10.0,,,,,
40,40,C26,0,45.0,30.0,17.0,174.0,184.0,10.0,,,,,
41,41,C14,0,15.0,10.0,20.0,157.0,167.0,10.0,,,,,
42,42,C60,1,17.0,34.0,3.0,0.0,201.0,10.0,,,,,
43,43,C69,0,37.0,47.0,6.0,151.0,161.0,10.0,,,,,
44,44,C18,0,20.0,40.0,12.0,0.0,204.0,10.0,,,,,
45,45,C44,1,11.0,14.0,18.0,171.0,181.0,10.0,,,,,
46,46,C19,0,15.0,60.0,17.0,48.0,58.0,10.0,,,,,
