,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,3390.0,0.0,118.31,700.0,1.0,2.28,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,3390.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,3390.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,3390.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,3390.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,3390.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,3390.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,3390.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,3390.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,3390.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,3390.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,3390.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,3390.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,3390.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,3390.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,3390.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,3390.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,3390.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,3390.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,3390.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,3390.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,3390.0,0.0,,,,,
22,22,C23,0,14.0,66.0,10.0,1176.0,1336.0,90.0,,,,,
23,23,C87,0,64.0,46.0,20.0,1712.0,1872.0,90.0,,,,,
24,24,C65,1,44.0,25.0,10.0,2056.0,2216.0,90.0,,,,,
25,25,C85,0,86.0,46.0,30.0,743.0,903.0,90.0,,,,,
26,26,C24,0,25.0,50.0,10.0,2925.0,3085.0,90.0,,,,,
27,27,C52,1,25.0,35.0,10.0,402.0,562.0,90.0,,,,,
28,28,C73,0,92.0,30.0,10.0,1128.0,1288.0,90.0,,,,,
29,29,C71,0,95.0,35.0,20.0,940.0,1100.0,90.0,,,,,
30,30,C77,1,72.0,45.0,10.0,1614.0,1774.0,90.0,,,,,
31,31,C43,0,33.0,35.0,10.0,27.0,187.0,90.0,,,,,
32,32,C79,0,87.0,30.0,10.0,1322.0,1482.0,90.0,,,,,
33,33,C61,1,50.0,30.0,10.0,2339.0,2499.0,90.0,,,,,
34,34,C40,0,36.0,18.0,10.0,968.0,1128.0,90.0,,,,,
35,35,C84,0,70.0,58.0,20.0,321.0,481.0,90.0,,,,,
36,36,C25,1,22.0,66.0,40.0,1078.0,1238.0,90.0,,,,,
37,37,C4,0,60.0,66.0,10.0,36.0,196.0,90.0,,,,,
38,38,C69,0,45.0,35.0,10.0,2805.0,2965.0,90.0,,,,,
39,39,C9,1,28.0,70.0,10.0,218.0,378.0,90.0,,,,,
40,40,C3,0,62.0,69.0,10.0,130.0,290.0,90.0,,,,,
41,41,C86,0,66.0,55.0,10.0,226.0,386.0,90.0,,,,,
42,42,C47,1,30.0,35.0,10.0,307.0,467.0,90.0,,,,,
43,43,C99,0,55.0,80.0,10.0,890.0,1050.0,90.0,,,,,
44,44,C6,0,16.0,42.0,20.0,2544.0,2704.0,90.0,,,,,
45,45,C33,1,8.0,40.0,40.0,2355.0,2515.0,90.0,,,,,
46,46,C16,0,20.0,85.0,40.0,693.0,853.0,90.0,,,,,
