,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,35.0,35.0,0.0,0.0,1000.0,0.0,198.88,1000.0,1.0,0.15,1.0
1,1,S0,f,35.0,35.0,0.0,0.0,1000.0,0.0,,,,,
2,2,S1,f,61.0,37.0,0.0,0.0,1000.0,0.0,,,,,
3,3,S2,f,74.0,39.0,0.0,0.0,1000.0,0.0,,,,,
4,4,S3,f,47.0,57.0,0.0,0.0,1000.0,0.0,,,,,
5,5,S4,f,57.0,65.0,0.0,0.0,1000.0,0.0,,,,,
6,6,S5,f,29.0,59.0,0.0,0.0,1000.0,0.0,,,,,
7,7,S6,f,34.0,71.0,0.0,0.0,1000.0,0.0,,,,,
8,8,S7,f,22.0,58.0,0.0,0.0,1000.0,0.0,,,,,
9,9,S8,f,7.0,61.0,0.0,0.0,1000.0,0.0,,,,,
10,10,S9,f,18.0,41.0,0.0,0.0,1000.0,0.0,,,,,
11,11,S10,f,5.0,39.0,0.0,0.0,1000.0,0.0,,,,,
12,12,S11,f,14.0,20.0,0.0,0.0,1000.0,0.0,,,,,
13,13,S12,f,0.0,26.0,0.0,0.0,1000.0,0.0,,,,,
14,14,S13,f,24.0,25.0,0.0,0.0,1000.0,0.0,,,,,
15,15,S14,f,26.0,6.0,0.0,0.0,1000.0,0.0,,,,,
16,16,S15,f,34.0,20.0,0.0,0.0,1000.0,0.0,,,,,
17,17,S16,f,41.0,5.0,0.0,0.0,1000.0,0.0,,,,,
18,18,S17,f,50.0,9.0,0.0,0.0,1000.0,0.0,,,,,
19,19,S18,f,61.0,14.0,0.0,0.0,1000.0,0.0,,,,,
20,20,S19,f,62.0,21.0,0.0,0.0,1000.0,0.0,,,,,
21,21,S20,f,74.0,30.0,0.0,0.0,1000.0,0.0,,,,,
22,22,C49,0,6.0,68.0,30.0,703.0,943.0,10.0,,,,,
23,23,C58,0,36.0,26.0,18.0,337.0,577.0,10.0,,,,,
24,24,C48,0,13.0,52.0,36.0,368.0,608.0,10.0,,,,,
25,25,C33,1,53.0,52.0,11.0,209.0,449.0,10.0,,,,,
26,26,C76,0,49.0,42.0,13.0,166.0,406.0,10.0,,,,,
27,27,C79,0,57.0,48.0,23.0,26.0,266.0,10.0,,,,,
28,28,C16,0,10.0,20.0,19.0,476.0,716.0,10.0,,,,,
29,29,C3,1,55.0,45.0,13.0,721.0,961.0,10.0,,,,,
30,30,C50,0,47.0,47.0,13.0,433.0,673.0,10.0,,,,,
31,31,C92,0,22.0,22.0,2.0,191.0,431.0,10.0,,,,,
32,32,C5,0,15.0,30.0,26.0,21.0,261.0,10.0,,,,,
33,33,C93,1,18.0,24.0,22.0,484.0,724.0,10.0,,,,,
34,34,C82,0,15.0,47.0,16.0,630.0,870.0,10.0,,,,,
35,35,C35,0,63.0,65.0,8.0,690.0,930.0,10.0,,,,,
36,36,C60,0,17.0,34.0,3.0,535.0,775.0,10.0,,,,,
37,37,C65,1,62.0,77.0,20.0,50.0,290.0,10.0,,,,,
38,38,C6,0,25.0,30.0,3.0,512.0,752.0,10.0,,,,,
39,39,C42,0,24.0,12.0,5.0,26.0,266.0,10.0,,,,,
40,40,C13,0,30.0,25.0,23.0,12.0,252.0,10.0,,,,,
41,41,C80,1,56.0,37.0,6.0,22.0,262.0,10.0,,,,,
42,42,C98,0,19.0,21.0,10.0,363.0,603.0,10.0,,,,,
43,43,C17,0,5.0,30.0,2.0,682.0,922.0,10.0,,,,,
44,44,C59,0,21.0,24.0,28.0,18.0,258.0,10.0,,,,,
45,45,C29,1,64.0,42.0,9.0,720.0,960.0,10.0,,,,,
46,46,C88,0,26.0,52.0,9.0,271.0,511.0,10.0,,,,,
