,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,240.0,0.0,79.69,200.0,1.0,0.38,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,240.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,240.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,240.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,240.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,240.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,240.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,240.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,240.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,240.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,240.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,240.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,240.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,240.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,240.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,240.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,240.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,240.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,240.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,240.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,240.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,240.0,0.0,,,,,
22,22,C56,0,50.0,35.0,19.0,133.0,163.0,10.0,,,,,
23,23,C97,0,4.0,18.0,35.0,0.0,181.0,10.0,,,,,
24,24,C35,1,67.0,85.0,20.0,155.0,185.0,10.0,,,,,
25,25,C27,0,95.0,35.0,20.0,142.0,172.0,10.0,,,,,
26,26,C54,0,55.0,60.0,16.0,170.0,200.0,10.0,,,,,
27,27,C88,1,24.0,58.0,19.0,94.0,124.0,10.0,,,,,
28,28,C33,0,85.0,25.0,10.0,99.0,129.0,10.0,,,,,
29,29,C62,0,65.0,35.0,3.0,0.0,200.0,10.0,,,,,
30,30,C71,1,65.0,55.0,14.0,50.0,80.0,10.0,,,,,
31,31,C70,0,35.0,69.0,23.0,83.0,113.0,10.0,,,,,
32,32,C42,0,55.0,80.0,10.0,34.0,64.0,10.0,,,,,
33,33,C98,1,26.0,52.0,9.0,0.0,215.0,10.0,,,,,
34,34,C61,0,45.0,65.0,9.0,184.0,214.0,10.0,,,,,
35,35,C44,0,55.0,82.0,10.0,36.0,66.0,10.0,,,,,
36,36,C64,1,45.0,30.0,17.0,65.0,95.0,10.0,,,,,
37,37,C21,0,40.0,5.0,10.0,0.0,185.0,10.0,,,,,
38,38,C99,0,26.0,35.0,15.0,51.0,81.0,10.0,,,,,
39,39,C15,1,2.0,40.0,20.0,103.0,133.0,10.0,,,,,
40,40,C3,0,22.0,85.0,10.0,113.0,143.0,10.0,,,,,
41,41,C85,0,63.0,23.0,2.0,65.0,95.0,10.0,,,,,
42,42,C36,1,65.0,85.0,40.0,57.0,87.0,10.0,,,,,
43,43,C80,0,47.0,47.0,13.0,44.0,74.0,10.0,,,,,
44,44,C83,0,37.0,31.0,14.0,118.0,148.0,10.0,,,,,
45,45,C84,1,57.0,29.0,18.0,73.0,103.0,10.0,,,,,
46,46,C46,0,18.0,80.0,10.0,129.0,159.0,10.0,,,,,
