,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,1236.0,0.0,79.69,200.0,1.0,3.39,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,1236.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,1236.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,1236.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,1236.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,1236.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,1236.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,1236.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,1236.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,1236.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,1236.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,1236.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,1236.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,1236.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,1236.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,1236.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,1236.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,1236.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,1236.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,1236.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,1236.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,1236.0,0.0,,,,,
22,22,C79,0,87.0,30.0,10.0,355.0,597.0,90.0,,,,,
23,23,C85,0,68.0,60.0,30.0,628.0,918.0,90.0,,,,,
24,24,C41,1,35.0,32.0,10.0,19.0,260.0,90.0,,,,,
25,25,C83,0,72.0,55.0,10.0,463.0,711.0,90.0,,,,,
26,26,C88,0,65.0,60.0,30.0,748.0,984.0,90.0,,,,,
27,27,C64,1,48.0,30.0,10.0,170.0,418.0,90.0,,,,,
28,28,C34,0,8.0,45.0,20.0,120.0,318.0,90.0,,,,,
29,29,C25,0,25.0,52.0,40.0,46.0,344.0,90.0,,,,,
30,30,C21,1,30.0,52.0,20.0,11.0,259.0,90.0,,,,,
31,31,C12,0,25.0,85.0,20.0,96.0,308.0,90.0,,,,,
32,32,C2,0,45.0,70.0,30.0,417.0,635.0,90.0,,,,,
33,33,C23,1,28.0,55.0,10.0,13.0,241.0,90.0,,,,,
34,34,C3,0,42.0,66.0,10.0,760.0,1034.0,90.0,,,,,
35,35,C39,0,0.0,45.0,20.0,276.0,538.0,90.0,,,,,
36,36,C77,1,88.0,30.0,10.0,435.0,699.0,90.0,,,,,
37,37,C98,0,58.0,75.0,20.0,80.0,348.0,90.0,,,,,
38,38,C8,0,38.0,68.0,20.0,854.0,1127.0,90.0,,,,,
39,39,C13,1,22.0,75.0,30.0,858.0,1115.0,90.0,,,,,
40,40,C60,0,35.0,5.0,20.0,110.0,339.0,90.0,,,,,
41,41,C50,0,26.0,32.0,10.0,844.0,1054.0,90.0,,,,,
42,42,C68,1,45.0,30.0,10.0,254.0,520.0,90.0,,,,,
43,43,C28,0,23.0,55.0,20.0,329.0,619.0,90.0,,,,,
44,44,C24,0,25.0,50.0,10.0,15.0,283.0,90.0,,,,,
45,45,C86,1,66.0,55.0,10.0,71.0,343.0,90.0,,,,,
46,46,C27,0,23.0,52.0,10.0,192.0,382.0,90.0,,,,,
