,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,3390.0,0.0,118.31,700.0,1.0,2.28,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,3390.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,3390.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,3390.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,3390.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,3390.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,3390.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,3390.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,3390.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,3390.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,3390.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,3390.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,3390.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,3390.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,3390.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,3390.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,3390.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,3390.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,3390.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,3390.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,3390.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,3390.0,0.0,,,,,
22,22,C45,0,30.0,30.0,10.0,682.0,842.0,90.0,,,,,
23,23,C74,1,53.0,35.0,50.0,0.0,3280.0,90.0,,,,,
24,24,C81,0,85.0,35.0,30.0,1417.0,1577.0,90.0,,,,,
25,25,C44,1,32.0,20.0,10.0,874.0,1034.0,90.0,,,,,
26,26,C69,0,45.0,35.0,10.0,2805.0,2965.0,90.0,,,,,
27,27,C40,1,36.0,18.0,10.0,968.0,1128.0,90.0,,,,,
28,28,C72,0,53.0,30.0,10.0,2432.0,2592.0,90.0,,,,,
29,29,C54,1,42.0,10.0,40.0,1766.0,1926.0,90.0,,,,,
30,30,C24,0,25.0,50.0,10.0,2925.0,3085.0,90.0,,,,,
31,31,C92,1,67.0,85.0,20.0,603.0,763.0,90.0,,,,,
32,32,C100,0,55.0,85.0,20.0,0.0,3261.0,90.0,,,,,
33,33,C14,1,22.0,85.0,10.0,601.0,761.0,90.0,,,,,
34,34,C4,0,60.0,66.0,10.0,36.0,196.0,90.0,,,,,
35,35,C10,1,35.0,66.0,10.0,28.0,188.0,90.0,,,,,
36,36,C26,0,8.0,62.0,10.0,0.0,3265.0,90.0,,,,,
37,37,C82,1,75.0,55.0,20.0,508.0,668.0,90.0,,,,,
38,38,C52,0,25.0,35.0,10.0,402.0,562.0,90.0,,,,,
39,39,C94,1,65.0,82.0,10.0,509.0,669.0,90.0,,,,,
40,40,C53,0,44.0,5.0,20.0,1671.0,1831.0,90.0,,,,,
41,41,C12,1,25.0,85.0,20.0,0.0,3261.0,90.0,,,,,
42,42,C79,0,87.0,30.0,10.0,1322.0,1482.0,90.0,,,,,
43,43,C84,1,70.0,58.0,20.0,321.0,481.0,90.0,,,,,
44,44,C75,0,45.0,65.0,20.0,1179.0,1339.0,90.0,,,,,
45,45,C43,1,33.0,35.0,10.0,27.0,187.0,90.0,,,,,
46,46,C85,0,86.0,46.0,30.0,743.0,903.0,90.0,,,,,
47,47,C66,1,47.0,35.0,10.0,2713.0,2873.0,90.0,,,,,
48,48,C98,0,58.0,75.0,20.0,319.0,479.0,90.0,,,,,
49,49,C5,1,42.0,65.0,10.0,0.0,3284.0,90.0,,,,,
50,50,C70,0,95.0,30.0,30.0,1035.0,1195.0,90.0,,,,,
51,51,C39,1,0.0,45.0,20.0,1882.0,2042.0,90.0,,,,,
52,52,C59,0,38.0,10.0,10.0,1296.0,1456.0,90.0,,,,,
53,53,C73,1,92.0,30.0,10.0,0.0,3244.0,90.0,,,,,
54,54,C56,0,40.0,5.0,30.0,0.0,3255.0,90.0,,,,,
55,55,C35,1,5.0,35.0,10.0,2165.0,2325.0,90.0,,,,,
56,56,C7,0,58.0,70.0,20.0,224.0,384.0,90.0,,,,,
57,57,C31,1,10.0,35.0,20.0,2260.0,2420.0,90.0,,,,,
58,58,C16,0,20.0,85.0,40.0,693.0,853.0,90.0,,,,,
59,59,C95,1,62.0,80.0,30.0,0.0,3262.0,90.0,,,,,
60,60,C90,0,60.0,55.0,10.0,21.0,181.0,90.0,,,,,
61,61,C2,1,45.0,70.0,30.0,1084.0,1244.0,90.0,,,,,
62,62,C91,0,60.0,60.0,10.0,0.0,3277.0,90.0,,,,,
63,63,C41,1,35.0,32.0,10.0,0.0,3281.0,90.0,,,,,
64,64,C8,0,34.0,60.0,20.0,12.0,172.0,90.0,,,,,
65,65,C27,1,23.0,52.0,10.0,2832.0,2992.0,90.0,,,,,
66,66,C13,0,22.0,75.0,30.0,316.0,476.0,90.0,,,,,
67,67,C51,1,25.0,30.0,10.0,587.0,747.0,90.0,,,,,
68,68,C65,0,44.0,25.0,10.0,2056.0,2216.0,90.0,,,,,
69,69,C58,1,38.0,5.0,30.0,0.0,3254.0,90.0,,,,,
70,70,C63,0,50.0,40.0,50.0,1910.0,2070.0,90.0,,,,,
71,71,C89,1,56.0,64.0,10.0,22.0,182.0,90.0,,,,,
