,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,3390.0,0.0,117.78,700.0,1.0,2.29,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,3390.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,3390.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,3390.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,3390.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,3390.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,3390.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,3390.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,3390.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,3390.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,3390.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,3390.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,3390.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,3390.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,3390.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,3390.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,3390.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,3390.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,3390.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,3390.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,3390.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,3390.0,0.0,,,,,
22,22,C28,0,4.0,55.0,20.0,1513.0,1833.0,90.0,,,,,
23,23,C52,0,25.0,35.0,10.0,322.0,642.0,90.0,,,,,
24,24,C93,1,42.0,58.0,40.0,1289.0,1609.0,90.0,,,,,
25,25,C70,0,95.0,30.0,30.0,955.0,1275.0,90.0,,,,,
26,26,C54,0,42.0,10.0,40.0,1686.0,2006.0,90.0,,,,,
27,27,C26,1,8.0,62.0,10.0,1194.0,1514.0,90.0,,,,,
28,28,C23,0,14.0,66.0,10.0,1096.0,1416.0,90.0,,,,,
29,29,C89,0,56.0,64.0,10.0,22.0,342.0,90.0,,,,,
30,30,C92,1,67.0,85.0,20.0,523.0,843.0,90.0,,,,,
31,31,C19,0,15.0,80.0,10.0,710.0,1030.0,90.0,,,,,
32,32,C88,0,65.0,60.0,30.0,51.0,371.0,90.0,,,,,
33,33,C85,1,86.0,46.0,30.0,663.0,983.0,90.0,,,,,
34,34,C6,0,16.0,42.0,20.0,2464.0,2784.0,90.0,,,,,
35,35,C90,0,60.0,55.0,10.0,21.0,341.0,90.0,,,,,
36,36,C60,1,35.0,5.0,20.0,1312.0,1632.0,90.0,,,,,
37,37,C39,0,0.0,45.0,20.0,1802.0,2122.0,90.0,,,,,
38,38,C94,0,65.0,82.0,10.0,429.0,749.0,90.0,,,,,
39,39,C40,1,36.0,18.0,10.0,888.0,1208.0,90.0,,,,,
40,40,C55,0,42.0,15.0,10.0,1781.0,2101.0,90.0,,,,,
41,41,C17,0,18.0,75.0,20.0,898.0,1218.0,90.0,,,,,
42,42,C3,1,62.0,69.0,10.0,50.0,370.0,90.0,,,,,
43,43,C41,0,35.0,32.0,10.0,40.0,360.0,90.0,,,,,
44,44,C80,0,85.0,25.0,10.0,1147.0,1467.0,90.0,,,,,
45,45,C95,1,62.0,80.0,30.0,336.0,656.0,90.0,,,,,
46,46,C61,0,50.0,30.0,10.0,2259.0,2579.0,90.0,,,,,
47,47,C82,0,75.0,55.0,20.0,428.0,748.0,90.0,,,,,
48,48,C75,1,45.0,65.0,20.0,1099.0,1419.0,90.0,,,,,
49,49,C79,0,87.0,30.0,10.0,1242.0,1562.0,90.0,,,,,
50,50,C51,0,25.0,30.0,10.0,507.0,827.0,90.0,,,,,
51,51,C32,1,10.0,40.0,30.0,2367.0,2687.0,90.0,,,,,
52,52,C42,0,33.0,32.0,20.0,132.0,452.0,90.0,,,,,
53,53,C30,0,20.0,55.0,10.0,2657.0,2977.0,90.0,,,,,
54,54,C20,1,30.0,50.0,10.0,2940.0,3260.0,90.0,,,,,
55,55,C84,0,70.0,58.0,20.0,241.0,561.0,90.0,,,,,
56,56,C91,0,60.0,60.0,10.0,23.0,343.0,90.0,,,,,
57,57,C56,1,40.0,5.0,30.0,1497.0,1817.0,90.0,,,,,
