,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,1236.0,0.0,79.69,200.0,1.0,3.39,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,1236.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,1236.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,1236.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,1236.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,1236.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,1236.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,1236.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,1236.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,1236.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,1236.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,1236.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,1236.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,1236.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,1236.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,1236.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,1236.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,1236.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,1236.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,1236.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,1236.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,1236.0,0.0,,,,,
22,22,C98,0,58.0,75.0,20.0,181.0,247.0,90.0,,,,,
23,23,C9,0,38.0,70.0,10.0,958.0,1040.0,90.0,,,,,
24,24,C32,0,10.0,40.0,30.0,271.0,337.0,90.0,,,,,
25,25,C50,1,26.0,32.0,10.0,923.0,975.0,90.0,,,,,
26,26,C10,0,35.0,66.0,10.0,779.0,845.0,90.0,,,,,
27,27,C68,0,45.0,30.0,10.0,354.0,420.0,90.0,,,,,
28,28,C8,0,38.0,68.0,20.0,1057.0,1125.0,90.0,,,,,
29,29,C31,1,10.0,35.0,20.0,467.0,517.0,90.0,,,,,
30,30,C45,0,30.0,30.0,10.0,421.0,475.0,90.0,,,,,
31,31,C61,0,50.0,30.0,10.0,980.0,1064.0,90.0,,,,,
32,32,C72,0,53.0,30.0,10.0,904.0,954.0,90.0,,,,,
33,33,C83,1,72.0,55.0,10.0,556.0,618.0,90.0,,,,,
34,34,C47,0,30.0,35.0,10.0,698.0,754.0,90.0,,,,,
35,35,C63,0,50.0,40.0,50.0,15.0,85.0,90.0,,,,,
36,36,C19,0,15.0,80.0,10.0,455.0,513.0,90.0,,,,,
37,37,C84,1,70.0,58.0,20.0,650.0,710.0,90.0,,,,,
38,38,C78,0,88.0,35.0,20.0,667.0,731.0,90.0,,,,,
39,39,C43,0,33.0,35.0,10.0,789.0,849.0,90.0,,,,,
40,40,C97,0,60.0,85.0,30.0,645.0,707.0,90.0,,,,,
41,41,C42,1,33.0,32.0,20.0,239.0,289.0,90.0,,,,,
42,42,C25,0,25.0,52.0,40.0,158.0,232.0,90.0,,,,,
43,43,C36,0,5.0,45.0,10.0,278.0,346.0,90.0,,,,,
44,44,C56,0,40.0,5.0,30.0,350.0,410.0,90.0,,,,,
45,45,C64,1,48.0,30.0,10.0,263.0,325.0,90.0,,,,,
46,46,C13,0,22.0,75.0,30.0,1042.0,1106.0,90.0,,,,,
47,47,C11,0,35.0,69.0,10.0,869.0,941.0,90.0,,,,,
48,48,C6,0,40.0,69.0,20.0,683.0,741.0,90.0,,,,,
49,49,C27,1,23.0,52.0,10.0,263.0,311.0,90.0,,,,,
50,50,C77,0,88.0,30.0,10.0,534.0,600.0,90.0,,,,,
51,51,C88,0,65.0,60.0,30.0,837.0,895.0,90.0,,,,,
52,52,C33,0,8.0,40.0,40.0,355.0,437.0,90.0,,,,,
53,53,C54,1,42.0,10.0,40.0,810.0,868.0,90.0,,,,,
54,54,C18,0,15.0,75.0,20.0,557.0,601.0,90.0,,,,,
55,55,C5,0,42.0,65.0,10.0,950.0,1026.0,90.0,,,,,
56,56,C73,0,92.0,30.0,10.0,287.0,361.0,90.0,,,,,
57,57,C20,1,30.0,50.0,10.0,10.0,70.0,90.0,,,,,
58,58,C21,0,30.0,52.0,20.0,11.0,73.0,90.0,,,,,
59,59,C17,0,18.0,75.0,20.0,633.0,711.0,90.0,,,,,
60,60,C91,0,60.0,60.0,10.0,1010.0,1096.0,90.0,,,,,
61,61,C48,1,28.0,30.0,10.0,511.0,569.0,90.0,,,,,
62,62,C69,0,45.0,35.0,10.0,448.0,516.0,90.0,,,,,
63,63,C53,0,44.0,5.0,20.0,437.0,511.0,90.0,,,,,
64,64,C100,0,55.0,85.0,20.0,744.0,798.0,90.0,,,,,
65,65,C93,1,65.0,85.0,40.0,546.0,616.0,90.0,,,,,
66,66,C67,0,47.0,40.0,10.0,13.0,88.0,90.0,,,,,
67,67,C81,0,85.0,35.0,30.0,761.0,823.0,90.0,,,,,
68,68,C75,0,45.0,65.0,20.0,16.0,91.0,90.0,,,,,
69,69,C65,1,48.0,40.0,10.0,67.0,139.0,90.0,,,,,
70,70,C7,0,40.0,66.0,20.0,774.0,836.0,90.0,,,,,
71,71,C89,0,63.0,58.0,10.0,929.0,989.0,90.0,,,,,
