,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,35.0,35.0,0.0,0.0,230.0,0.0,62.14,200.0,1.0,0.48,1.0
1,1,S0,f,35.0,35.0,0.0,0.0,230.0,0.0,,,,,
2,2,S1,f,61.0,37.0,0.0,0.0,230.0,0.0,,,,,
3,3,S2,f,74.0,39.0,0.0,0.0,230.0,0.0,,,,,
4,4,S3,f,47.0,57.0,0.0,0.0,230.0,0.0,,,,,
5,5,S4,f,57.0,65.0,0.0,0.0,230.0,0.0,,,,,
6,6,S5,f,29.0,59.0,0.0,0.0,230.0,0.0,,,,,
7,7,S6,f,34.0,71.0,0.0,0.0,230.0,0.0,,,,,
8,8,S7,f,22.0,58.0,0.0,0.0,230.0,0.0,,,,,
9,9,S8,f,7.0,61.0,0.0,0.0,230.0,0.0,,,,,
10,10,S9,f,18.0,41.0,0.0,0.0,230.0,0.0,,,,,
11,11,S10,f,5.0,39.0,0.0,0.0,230.0,0.0,,,,,
12,12,S11,f,14.0,20.0,0.0,0.0,230.0,0.0,,,,,
13,13,S12,f,0.0,26.0,0.0,0.0,230.0,0.0,,,,,
14,14,S13,f,24.0,25.0,0.0,0.0,230.0,0.0,,,,,
15,15,S14,f,26.0,6.0,0.0,0.0,230.0,0.0,,,,,
16,16,S15,f,34.0,20.0,0.0,0.0,230.0,0.0,,,,,
17,17,S16,f,41.0,5.0,0.0,0.0,230.0,0.0,,,,,
18,18,S17,f,50.0,9.0,0.0,0.0,230.0,0.0,,,,,
19,19,S18,f,61.0,14.0,0.0,0.0,230.0,0.0,,,,,
20,20,S19,f,62.0,21.0,0.0,0.0,230.0,0.0,,,,,
21,21,S20,f,74.0,30.0,0.0,0.0,230.0,0.0,,,,,
22,22,C31,0,31.0,52.0,27.0,25.0,35.0,10.0,,,,,
23,23,C63,1,27.0,69.0,10.0,132.0,142.0,10.0,,,,,
24,24,C85,0,16.0,22.0,41.0,93.0,103.0,10.0,,,,,
25,25,C52,1,27.0,43.0,9.0,111.0,121.0,10.0,,,,,
26,26,C24,0,65.0,35.0,3.0,0.0,190.0,10.0,,,,,
27,27,C69,1,37.0,47.0,6.0,151.0,161.0,10.0,,,,,
28,28,C17,0,5.0,30.0,2.0,73.0,83.0,10.0,,,,,
29,29,C41,1,42.0,7.0,5.0,181.0,191.0,10.0,,,,,
30,30,C3,0,55.0,45.0,13.0,28.0,38.0,10.0,,,,,
31,31,C92,1,22.0,22.0,2.0,124.0,134.0,10.0,,,,,
32,32,C1,0,41.0,49.0,10.0,36.0,46.0,10.0,,,,,
33,33,C42,1,24.0,12.0,5.0,147.0,157.0,10.0,,,,,
34,34,C93,0,18.0,24.0,22.0,0.0,199.0,10.0,,,,,
35,35,C44,1,11.0,14.0,18.0,171.0,181.0,10.0,,,,,
36,36,C36,0,2.0,60.0,5.0,78.0,88.0,10.0,,,,,
37,37,C55,1,63.0,23.0,2.0,0.0,189.0,10.0,,,,,
38,38,C78,0,61.0,52.0,3.0,94.0,104.0,10.0,,,,,
39,39,C86,1,4.0,18.0,35.0,99.0,109.0,10.0,,,,,
40,40,C83,0,14.0,37.0,11.0,144.0,154.0,10.0,,,,,
41,41,C90,1,31.0,67.0,3.0,69.0,79.0,10.0,,,,,
42,42,C8,0,10.0,43.0,9.0,27.0,37.0,10.0,,,,,
43,43,C20,1,45.0,65.0,9.0,159.0,169.0,10.0,,,,,
44,44,C57,0,32.0,12.0,7.0,186.0,196.0,10.0,,,,,
45,45,C61,1,12.0,24.0,13.0,29.0,39.0,10.0,,,,,
46,46,C87,0,28.0,18.0,26.0,166.0,176.0,10.0,,,,,
47,47,C98,1,19.0,21.0,10.0,0.0,198.0,10.0,,,,,
48,48,C2,0,35.0,17.0,7.0,0.0,202.0,10.0,,,,,
49,49,C95,1,25.0,24.0,20.0,140.0,150.0,10.0,,,,,
50,50,C68,0,56.0,39.0,36.0,57.0,67.0,10.0,,,,,
51,51,C38,1,5.0,5.0,16.0,63.0,73.0,10.0,,,,,
52,52,C7,0,20.0,50.0,5.0,88.0,98.0,10.0,,,,,
53,53,C18,1,20.0,40.0,12.0,0.0,204.0,10.0,,,,,
54,54,C74,0,46.0,13.0,8.0,27.0,37.0,10.0,,,,,
55,55,C43,1,23.0,3.0,7.0,43.0,53.0,10.0,,,,,
56,56,C77,0,53.0,43.0,14.0,150.0,160.0,10.0,,,,,
57,57,C51,1,49.0,58.0,10.0,178.0,188.0,10.0,,,,,
58,58,C9,0,55.0,60.0,16.0,0.0,187.0,10.0,,,,,
59,59,C53,1,37.0,31.0,14.0,0.0,215.0,10.0,,,,,
60,60,C66,0,49.0,73.0,25.0,66.0,76.0,10.0,,,,,
61,61,C59,1,21.0,24.0,28.0,101.0,111.0,10.0,,,,,
62,62,C21,0,45.0,20.0,11.0,0.0,201.0,10.0,,,,,
63,63,C75,1,49.0,11.0,18.0,0.0,192.0,10.0,,,,,
64,64,C27,0,35.0,40.0,16.0,173.0,183.0,10.0,,,,,
65,65,C76,1,49.0,42.0,13.0,183.0,193.0,10.0,,,,,
66,66,C62,0,24.0,58.0,19.0,0.0,194.0,10.0,,,,,
67,67,C29,1,64.0,42.0,9.0,117.0,127.0,10.0,,,,,
68,68,C35,0,63.0,65.0,8.0,125.0,135.0,10.0,,,,,
69,69,C34,1,65.0,55.0,14.0,0.0,183.0,10.0,,,,,
70,70,C64,0,45.0,79.0,9.0,111.0,121.0,10.0,,,,,
71,71,C82,1,15.0,47.0,16.0,169.0,179.0,10.0,,,,,
