,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,1236.0,0.0,79.69,200.0,1.0,3.39,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,1236.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,1236.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,1236.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,1236.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,1236.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,1236.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,1236.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,1236.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,1236.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,1236.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,1236.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,1236.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,1236.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,1236.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,1236.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,1236.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,1236.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,1236.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,1236.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,1236.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,1236.0,0.0,,,,,
22,22,C58,0,38.0,5.0,30.0,159.0,417.0,90.0,,,,,
23,23,C62,1,50.0,35.0,20.0,79.0,319.0,90.0,,,,,
24,24,C30,0,20.0,55.0,10.0,276.0,486.0,90.0,,,,,
25,25,C1,1,45.0,68.0,10.0,19.0,271.0,90.0,,,,,
26,26,C72,0,53.0,30.0,10.0,828.0,1030.0,90.0,,,,,
27,27,C88,1,65.0,60.0,30.0,748.0,984.0,90.0,,,,,
28,28,C6,0,40.0,69.0,20.0,594.0,830.0,90.0,,,,,
29,29,C82,1,75.0,55.0,20.0,355.0,633.0,90.0,,,,,
30,30,C46,0,30.0,32.0,30.0,504.0,762.0,90.0,,,,,
31,31,C47,1,30.0,35.0,10.0,614.0,838.0,90.0,,,,,
32,32,C69,0,45.0,35.0,10.0,344.0,620.0,90.0,,,,,
33,33,C90,1,60.0,55.0,10.0,21.0,274.0,90.0,,,,,
34,34,C44,0,32.0,30.0,10.0,231.0,481.0,90.0,,,,,
35,35,C48,1,28.0,30.0,10.0,425.0,655.0,90.0,,,,,
36,36,C68,0,45.0,30.0,10.0,254.0,520.0,90.0,,,,,
37,37,C10,1,35.0,66.0,10.0,679.0,945.0,90.0,,,,,
38,38,C85,0,68.0,60.0,30.0,628.0,918.0,90.0,,,,,
39,39,C4,1,42.0,68.0,10.0,476.0,764.0,90.0,,,,,
40,40,C13,0,22.0,75.0,30.0,858.0,1115.0,90.0,,,,,
41,41,C59,1,38.0,15.0,10.0,36.0,269.0,90.0,,,,,
42,42,C87,0,65.0,55.0,20.0,26.0,263.0,90.0,,,,,
43,43,C75,1,45.0,65.0,20.0,16.0,317.0,90.0,,,,,
44,44,C14,0,22.0,85.0,10.0,166.0,424.0,90.0,,,,,
45,45,C25,1,25.0,52.0,40.0,46.0,344.0,90.0,,,,,
46,46,C57,0,40.0,15.0,40.0,813.0,1111.0,90.0,,,,,
47,47,C34,1,8.0,45.0,20.0,120.0,318.0,90.0,,,,,
48,48,C12,0,25.0,85.0,20.0,96.0,308.0,90.0,,,,,
49,49,C51,1,25.0,30.0,10.0,723.0,989.0,90.0,,,,,
50,50,C77,0,88.0,30.0,10.0,435.0,699.0,90.0,,,,,
51,51,C100,1,55.0,85.0,20.0,662.0,880.0,90.0,,,,,
52,52,C98,0,58.0,75.0,20.0,80.0,348.0,90.0,,,,,
53,53,C2,1,45.0,70.0,30.0,417.0,635.0,90.0,,,,,
54,54,C78,0,88.0,35.0,20.0,569.0,829.0,90.0,,,,,
55,55,C8,1,38.0,68.0,20.0,854.0,1127.0,90.0,,,,,
56,56,C97,0,60.0,85.0,30.0,551.0,801.0,90.0,,,,,
57,57,C15,1,20.0,80.0,40.0,677.0,857.0,90.0,,,,,
58,58,C84,0,70.0,58.0,20.0,560.0,800.0,90.0,,,,,
59,59,C61,1,50.0,30.0,10.0,784.0,1123.0,90.0,,,,,
60,60,C64,0,48.0,30.0,10.0,170.0,418.0,90.0,,,,,
61,61,C26,1,25.0,55.0,10.0,565.0,851.0,90.0,,,,,
62,62,C42,0,33.0,32.0,20.0,162.0,366.0,90.0,,,,,
63,63,C83,1,72.0,55.0,10.0,463.0,711.0,90.0,,,,,
64,64,C60,0,35.0,5.0,20.0,110.0,339.0,90.0,,,,,
65,65,C45,1,30.0,30.0,10.0,339.0,557.0,90.0,,,,,
66,66,C29,0,20.0,50.0,10.0,97.0,303.0,90.0,,,,,
67,67,C23,1,28.0,55.0,10.0,13.0,241.0,90.0,,,,,
68,68,C63,0,50.0,40.0,50.0,15.0,295.0,90.0,,,,,
69,69,C95,1,62.0,80.0,30.0,191.0,413.0,90.0,,,,,
70,70,C37,0,2.0,40.0,20.0,495.0,693.0,90.0,,,,,
71,71,C92,1,67.0,85.0,20.0,367.0,611.0,90.0,,,,,
