,index,StringID,Type,x,y,demand,ReadyTime,DueTime,ServiceTime,Q,C,r,g,v
0,0,D0,d,40.0,50.0,0.0,0.0,240.0,0.0,79.69,200.0,1.0,0.38,1.0
1,1,S0,f,40.0,50.0,0.0,0.0,240.0,0.0,,,,,
2,2,S1,f,73.0,52.0,0.0,0.0,240.0,0.0,,,,,
3,3,S2,f,90.0,55.0,0.0,0.0,240.0,0.0,,,,,
4,4,S3,f,55.0,79.0,0.0,0.0,240.0,0.0,,,,,
5,5,S4,f,69.0,89.0,0.0,0.0,240.0,0.0,,,,,
6,6,S5,f,32.0,80.0,0.0,0.0,240.0,0.0,,,,,
7,7,S6,f,39.0,96.0,0.0,0.0,240.0,0.0,,,,,
8,8,S7,f,23.0,80.0,0.0,0.0,240.0,0.0,,,,,
9,9,S8,f,4.0,83.0,0.0,0.0,240.0,0.0,,,,,
10,10,S9,f,18.0,58.0,0.0,0.0,240.0,0.0,,,,,
11,11,S10,f,1.0,56.0,0.0,0.0,240.0,0.0,,,,,
12,12,S11,f,13.0,31.0,0.0,0.0,240.0,0.0,,,,,
13,13,S12,f,-5.0,38.0,0.0,0.0,240.0,0.0,,,,,
14,14,S13,f,26.0,37.0,0.0,0.0,240.0,0.0,,,,,
15,15,S14,f,28.0,13.0,0.0,0.0,240.0,0.0,,,,,
16,16,S15,f,39.0,31.0,0.0,0.0,240.0,0.0,,,,,
17,17,S16,f,48.0,11.0,0.0,0.0,240.0,0.0,,,,,
18,18,S17,f,59.0,17.0,0.0,0.0,240.0,0.0,,,,,
19,19,S18,f,73.0,23.0,0.0,0.0,240.0,0.0,,,,,
20,20,S19,f,74.0,32.0,0.0,0.0,240.0,0.0,,,,,
21,21,S20,f,90.0,44.0,0.0,0.0,240.0,0.0,,,,,
22,22,C66,0,41.0,37.0,16.0,14.0,44.0,10.0,,,,,
23,23,C82,0,27.0,43.0,9.0,114.0,144.0,10.0,,,,,
24,24,C55,0,30.0,60.0,16.0,0.0,215.0,10.0,,,,,
25,25,C67,1,64.0,42.0,9.0,0.0,204.0,10.0,,,,,
26,26,C100,0,31.0,67.0,3.0,0.0,210.0,10.0,,,,,
27,27,C39,0,60.0,80.0,10.0,100.0,130.0,10.0,,,,,
28,28,C98,0,26.0,52.0,9.0,0.0,215.0,10.0,,,,,
29,29,C36,1,65.0,85.0,40.0,57.0,87.0,10.0,,,,,
30,30,C72,0,63.0,65.0,8.0,106.0,136.0,10.0,,,,,
31,31,C47,0,2.0,45.0,10.0,0.0,191.0,10.0,,,,,
32,32,C14,0,5.0,45.0,10.0,36.0,66.0,10.0,,,,,
33,33,C85,1,63.0,23.0,2.0,65.0,95.0,10.0,,,,,
34,34,C9,0,10.0,35.0,20.0,0.0,196.0,10.0,,,,,
35,35,C64,0,45.0,30.0,17.0,65.0,95.0,10.0,,,,,
36,36,C6,0,18.0,75.0,20.0,105.0,135.0,10.0,,,,,
37,37,C97,1,4.0,18.0,35.0,0.0,181.0,10.0,,,,,
38,38,C1,0,25.0,85.0,20.0,161.0,191.0,10.0,,,,,
39,39,C49,0,42.0,12.0,10.0,85.0,115.0,10.0,,,,,
40,40,C81,0,49.0,58.0,10.0,0.0,217.0,10.0,,,,,
41,41,C60,1,15.0,60.0,17.0,0.0,203.0,10.0,,,,,
42,42,C30,0,88.0,30.0,10.0,129.0,159.0,10.0,,,,,
43,43,C80,0,47.0,47.0,13.0,44.0,74.0,10.0,,,,,
44,44,C86,0,21.0,24.0,28.0,150.0,180.0,10.0,,,,,
45,45,C24,1,38.0,15.0,10.0,0.0,194.0,10.0,,,,,
46,46,C8,0,15.0,80.0,10.0,95.0,125.0,10.0,,,,,
47,47,C11,0,8.0,40.0,40.0,86.0,116.0,10.0,,,,,
48,48,C5,0,20.0,85.0,20.0,0.0,189.0,10.0,,,,,
49,49,C10,1,10.0,40.0,30.0,0.0,198.0,10.0,,,,,
50,50,C31,0,88.0,35.0,20.0,102.0,132.0,10.0,,,,,
51,51,C90,0,37.0,47.0,6.0,145.0,175.0,10.0,,,,,
52,52,C29,0,90.0,35.0,10.0,128.0,158.0,10.0,,,,,
53,53,C99,1,26.0,35.0,15.0,51.0,81.0,10.0,,,,,
54,54,C51,0,55.0,20.0,19.0,149.0,179.0,10.0,,,,,
55,55,C20,0,42.0,15.0,10.0,119.0,149.0,10.0,,,,,
56,56,C91,0,49.0,42.0,13.0,76.0,106.0,10.0,,,,,
57,57,C43,1,55.0,85.0,20.0,107.0,137.0,10.0,,,,,
58,58,C37,0,65.0,82.0,10.0,56.0,86.0,10.0,,,,,
59,59,C15,0,2.0,40.0,20.0,103.0,133.0,10.0,,,,,
60,60,C42,0,55.0,80.0,10.0,34.0,64.0,10.0,,,,,
61,61,C84,1,57.0,29.0,18.0,73.0,103.0,10.0,,,,,
62,62,C25,0,35.0,5.0,20.0,0.0,184.0,10.0,,,,,
63,63,C87,0,12.0,24.0,13.0,58.0,88.0,10.0,,,,,
64,64,C70,0,35.0,69.0,23.0,83.0,113.0,10.0,,,,,
65,65,C17,1,0.0,45.0,20.0,159.0,189.0,10.0,,,,,
66,66,C41,0,58.0,75.0,20.0,110.0,140.0,10.0,,,,,
67,67,C77,0,23.0,3.0,7.0,90.0,120.0,10.0,,,,,
68,68,C48,0,42.0,5.0,10.0,154.0,184.0,10.0,,,,,
69,69,C74,1,20.0,20.0,8.0,119.0,149.0,10.0,,,,,
70,70,C92,0,53.0,43.0,14.0,140.0,170.0,10.0,,,,,
71,71,C96,0,55.0,54.0,26.0,178.0,208.0,10.0,,,,,
